,neighborhood_code,neighborhood_group,neighborhood
10212,7914.27,1149.0,WOODLAKE FOREST IV SEC. C
10213,7914.28,1147.0,VAL VERDE TH
10214,7914.29,1149.0,CLUSTER OAKS
10215,7914.3,1147.0,WESTHEIMER GDNS EXT
10216,7914.31,1149.0,WOODLAKE TH APTS
10217,7914.32,1149.0,LAKE VARGO
10218,7914.33,1149.0,BUFFALO BAYOU BEND T/H
10219,7915.0,1149.0,BELLOMONTE TH
10220,7915.01,1149.0,ARBOUR THE
10221,7915.02,1149.0,AUGUSTA VILLAGE TH
10222,7915.03,1149.0,SHADY OAKS TH REPLAT
10223,7915.04,1149.0,RIPPLEWOOD TH
10224,7915.05,1149.0,LAKESIDE TH
10225,7915.06,1160.0,SOUTHLAKE TH PH I
10226,7915.07,1160.0,WALNUT BEND 6
10227,7915.08,1149.0,8000 WOODWAY
10228,7915.09,1149.0,ONE SAGE RD.
10229,7915.1,1149.0,PINEY OAKS ESTATE T/H
10230,7915.11,1149.0,COTTONWOOD TH
10231,7915.12,1149.0,"WOODLAKE FOREST II,IV A"
10232,7915.13,1149.0,NANTUCKET PLACE
10233,7915.14,1149.0,VALLEY FORGE TH
10234,7915.15,1160.0,LAKESIDE ESTATES SEC 3 PAR R/P
10235,7915.16,1149.0,MARLBOROUGH SQUARE SEC 1
10236,7916.0,1150.0,PINE BRIAR TH
10237,7916.01,1150.0,COBBLESTONE
10238,7916.02,1150.0,BRIAR MANOR TH
10239,7916.03,1150.0,SOUTH POST OAK TH
10240,7917.0,1138.0,LAMAR TERRACE WEST
10241,7917.02,1138.0,LAMAR TERRACE EAST(SMALL LOTS)
10242,7917.03,1138.0,VILLA DE FIORI
10243,7917.06,1138.0,ST. GEORGE SQUARE
10244,7917.07,1138.0,HIDALGO PLACE
10245,7918.0,1138.0,LARCHMOUNT
10246,7918.01,1140.0,LARCHMONT PARK
10247,7918.02,1140.0,SAGE SQUARE
10248,7918.03,1141.0,WESTHEIMER GARDENS EXTN
10249,7919.0,1104.0,HUNTINGTON COVE
10250,792.0,9009.0,MEADOWS OF NW PARK 1-4
10251,792.02,9009.0,"NORTHWEST PARK PLACE #1,2,3"
10252,793.0,9015.0,COLONIAL HILL
10253,7931.0,1115.0,SHARPSTOWN C.C. EST. #3
10254,7931.01,1115.0,SHARPSTOWN C.C. EST. PT 3 (GC)
10255,7931.03,1115.0,SHARPSTOWN C.C. EST. PT 3 (GC)
10256,7931.04,1116.0,GOLF GREEN GARDENS HMS #1-3
10257,7931.05,1116.0,SHARPTOWN GREEN GARDEN HOMES
10258,7931.1,1161.0,DICKENS COURT T/H U/R
10259,7932.0,1116.0,SHARPSTOWN C.C. TERR. #3
10260,7932.01,1116.0,SHARPSTOWN C.C. TERR. #3
10261,7932.02,1102.0,SHARPSTOWN #3 (DUPLEX)
10262,7932.03,1102.0,SHARPSTOWN #3 (PATIO HOMES)
10263,7932.04,1116.0,SHARPSTOWN C.C. TERR PT 3
10264,7933.0,1102.0,SHARPSTOWN C.C. TER.#3(GESSNER
10265,7934.0,1102.0,GESSNER TH
10266,7935.0,1116.0,SHARPSTOWN #3
10267,7936.0,1116.0,"SHARPSTOWN #2,5"
10268,7936.01,1161.0,WINDWATER VLG
10269,7936.02,1161.0,LAGOON AT WINDWATER VLG& PAR R/P #1
10270,7937.0,1119.0,SHARPSTOWN #2 (N.W.)
10271,7937.01,1119.0,SHARPSTOWN #2 (S.W.)
10272,7937.02,1119.0,SHARPSTOWN #1 (N.E.)
10273,7937.03,1119.0,SHARPSTOWN #1 (S.E.)
10274,7937.04,1119.0,SHARPSTOWN #3
10275,7938.0,1119.0,SHENANDOAH
10276,7939.0,1119.0,BRAEBURN GLEN
10277,794.0,9015.0,ALDINE VILLAGE
10278,794.01,9015.0,WIGGINS GARDENS
10279,7940.0,1158.0,"BELMONT PARK SEC 1,2,4 TH R/P"
10280,7941.0,1158.0,MOCKINGBIRD
10281,7942.0,1159.0,SANDSPOINT TOWN HOMES U/R
10282,7943.0,1159.0,WEDNESBURY LANE TH
10283,7944.0,1148.0,BRAEBURN PLAZA TH
10284,7946.0,1117.0,BRIARGROVE PARK SEC 1-5
10285,7946.03,1117.0,BRIARGROVE PK PT#1(BELTWAY 8)
10286,7946.1,1149.0,SEAGLER PLACE
10287,7947.0,1117.0,BRIARGROVE PARK 1 & 4
10288,7947.01,1118.0,BRIAR COURT P/H
10289,7948.0,1151.0,RIVERCREST
10290,7948.01,1151.0," ARROWWOOD CIRCLE, VARIOUS SUBS"
10291,7948.02,1151.0,WINDERMERE (5367)
10292,7948.03,1151.0,PINEY POINT ESTATES
10293,7948.04,1151.0,PINEFIELD PLACE (91)
10294,7948.05,1151.0,SHADY LANE ESTATES(91)
10295,7948.08,1155.0,ROSEWOOD RESERVE
10296,7948.09,1101.0,PARK AT BERING
10297,7948.11,1101.0,VILLAS OF PINEY POINT ESTATES
10298,7948.12,1101.0,BERINGTON PLACE 11 T/H-POST OAK GARDENS
10299,7949.0,1120.0,TANGLEWILDE
10300,7949.01,1155.0,AMBLAKE COURT
10301,795.0,9001.0,TRAILS END
10302,7950.0,1120.0,WESTMONT
10303,7951.0,1155.0,CARVERCREST
10304,7953.0,1155.0,CHIMNEY ROCK M/R
10305,7953.01,1155.0,SKYLINE COURT
10306,7953.02,1147.0,UNITY PLACE T/H
10307,7953.03,1141.0,RICHMOND TERR/WESTHEIMER GNDS
10308,7953.04,1155.0,BRIARHURST PARK
10309,7953.05,1141.0,WESTHEIMER GARDENS ROW T/H
10310,7953.06,1155.0,WESTHEIMER GARDENS LG LOTS
10311,7953.07,1155.0,CONTEMPORARY WEST SEC 1
10312,7953.08,1141.0,DOLORES PLACE
10313,7953.09,1155.0,SKYLINE PARK VILLAGE
10314,7953.1,1141.0,FALLS AT FAIRDALE
10315,7953.11,1155.0,BEVERLY HILL MANOR
10316,7953.12,1155.0,WALDRON DEVELOPMENT SEC 8
10317,7953.13,1141.0,FAIRDALE PLACE RESERVE T/H R/P NO 2
10318,7953.14,1141.0,RESERVE ON VAL VERDE / MAISON VAL VERDE
10319,7953.15,1141.0,WESTHEIMER ESTATES 2ND PAR R/P
10320,7953.16,1141.0,EL FENICE SEC 1
10321,7954.0,1119.0,SW FREEWAY/ BISSONNET MR
10322,7955.0,1101.0,KIRKWOOD M/R
10323,7955.02,1109.0,MCGINTY ACRES 1 YB>1998
10324,7955.03,1109.0,JOHN DREAPER/TRIANON
10325,7955.04,1142.0,"LAKES OF PARKWAY 14,15,16,17"
10326,7955.05,1142.0,LAKES OF PARKWAY SEC. 14
10327,7956.0,1155.0,HILLCROFT M/R
10328,7956.01,1124.0,WESTWAY FARMS U/R
10329,7956.02,1121.0,PARKWAY VILLAGE 1
10330,7956.03,1121.0,PARKWAY VILLAGE 2
10331,7956.04,1121.0,PARKWAY VILLAGE 3
10332,7956.05,1142.0,PARKWAY VILLAGE 4
10333,7956.06,1121.0,CHARLTON PARK
10334,7956.07,1121.0,PARKWAY VILLAGE SEC 5
10335,7956.08,1121.0,PARKWAY VILLAGE SEC 6
10336,7956.09,1142.0,"LAKES OF PARKWAY SEC 1,2,3"
10337,7956.1,1142.0,"LAKES OF PARKWAY SEC 9,10,11,12"
10338,7956.11,1142.0,"LAKES OF PARKWAY SEC 6,8"
10339,7956.12,1156.0,LAKES OF PARKWAY SEC 18 (TOWN HOMES)
10340,7956.13,1142.0,LAKES OF PARKWAY SEC 18 (SMALL LOTS)
10341,7956.14,1142.0,"LAKES OF PARKWAY SEC 18 (LG LOTS), 19"
10342,7956.15,1142.0,LAKES OF PARKWAY SEC 20
10343,7957.0,1101.0,JD TAYLOR M/R
10344,7957.01,1148.0,BRIAR HILLS SEC 1
10345,7957.02,1148.0,BRIAR HILLS SEC. 3
10346,7957.03,1148.0,BRIAR HILLS SEC. 4
10347,7957.05,1122.0,OAKS OF PARKWAY 1 & 2
10348,7957.06,1122.0,MEMORIAL THICKET
10349,7957.07,1122.0,BRIARHILLS #5
10350,7957.08,1121.0,MEADOW BRIAR #1
10351,7957.09,1121.0,PARKWAY PLAZA #2
10352,7957.11,1142.0,TERRACES ON MEMORIAL
10353,7957.12,1156.0,TERRACES ON MEMORIAL (PATIO HOMES)
10354,7957.13,1156.0,TERRACES ON MEMORIAL (TOWN HOMES)
10355,7957.14,1156.0,OLIVE HILL COURT
10356,7958.0,1123.0,SUFFOLK CHASE (PATIO HOMES)
10357,7958.01,1123.0,STONEHENGE SEC. 3 R/P
10358,7958.02,1123.0,LAKE AT STONEHENGE
10359,7958.03,1143.0,ASHFORD HILLS
10360,7958.04,1123.0,PARK ON ENCLAVE SEC 1
10361,7958.05,1124.0,SHEPHERD TRACE
10362,7958.06,1124.0,BRIARFOREST U/R
10363,7958.07,1160.0,WILDWOOD CLUSTER HOMES (107'S)
10364,7958.08,1123.0,PARKWAY COURT PATIO HOMES
10365,7958.09,1121.0,LAKESIDE ENCLAVE
10366,7958.1,1123.0,TUSCANY COVE
10367,7958.11,1123.0,STONEHENGE
10368,7958.12,1123.0,STONEHENGE SEC 2
10369,7959.0,1143.0,BRIARWOOD SEC. 1
10370,7959.01,1125.0,"REFLECTIONS SEC. 1,2"
10371,7959.02,1126.0,BRIAR PARK 1 R/P & U/R
10372,7959.03,1126.0,BRIAR VILLAGE SECS. 1-4
10373,7959.04,1121.0,MEADOW BRIAR #2
10374,7959.05,1143.0,BRIARWOOD 1 YB>89
10375,7959.07,1154.0,PROVIDENT OAKS
10376,7959.08,1121.0,PARKWAY VILLAGE SEC 9
10377,7959.09,1121.0,PARKWAY VILLAGES 8
10378,7959.1,1125.0,RELECTIONS SEC 2 PAR R/P
10379,796.0,9001.0,EVERSDALE
10380,7960.0,1127.0,BRIARMEADOW (NORTH)
10381,7960.01,1127.0,BRIARMEADOW (SOUTH)
10382,7960.02,1121.0,PARKWAY VILLAGES 7
10383,7960.04,1142.0,LAKES OF PARKWAY 5
10384,7960.05,1121.0,PARKWAY VILLAGES 10
10385,7960.06,1121.0,PARKWAY PLAZA SEC 3
10386,7960.07,1121.0,PARKWAY VILLAGE 11
10387,7960.08,1142.0,LAKES OF PARKWAY 7
10388,7961.0,1128.0,ASHFORD FOREST
10389,7961.01,1131.0,ASHFORD FOREST (LAKE SEC)
10390,7962.0,1129.0,ASHFORD WEST
10391,7962.01,1129.0,"ASHFORD SOUTH SEC. 1,2,3"
10392,7963.0,1130.0,ASHFORD HOLLOW SEC. 1
10393,7963.01,1130.0,SHADOWBRIAR SEC. 1
10394,7963.02,1156.0,PIPING ROCK PLACE TOWNHOMES
10395,7963.03,1156.0,BALDWIN SQUARE
10396,7963.04,1156.0,BRIARBROOK TOWNHOMES
10397,7963.05,1156.0,GENTRYSIDE TOWNHOMES
10398,7963.06,1156.0,ASHFORD MANOR
10399,7964.0,1129.0,SOUTHLAKE
10400,7965.0,1128.0,ASHFORD VILLAGE
10401,7965.01,1128.0,BRIAR LAKE
10402,7965.02,1130.0,"COUNTRY VILLAGE SEC. 1,2"
10403,7965.03,1130.0,LAKEVIEW FOREST SEC. 1
10404,7965.04,1131.0,WOODS OF LAKESIDE
10405,7965.05,1133.0,HEATHWOOD SEC. 1
10406,7965.06,1154.0,CARRIAGE HILL
10407,7966.0,1132.0,LAKESIDE PLACE SEC. 2 - 8
10408,7966.01,1132.0,LAKESIDE PL SEC. 1
10409,7966.02,1134.0,"BRIAR FOREST RES. B,G,F,C,I,H"
10410,7966.04,1144.0,EPERNAY PATIO HOMES SEC. 1
10411,7966.05,1132.0,EPERNAY SEC. 2
10412,7966.06,1156.0,LAKESIDE PARK
10413,7966.07,1156.0,TORRE VILLAS
10414,7966.19,1136.0,EPERNAY TH
10415,7966.2,1144.0,WALKERS MARK T/H
10416,7968.0,1142.0,"PARKWAY AT ELDRIDGE SEC 1,2"
10417,7968.01,1156.0,PARKWAY AT ELDRIDGE SEC 1 (SMALL LOTS)
10418,7968.02,1156.0,PARKWAY AT ELDRIDGE SEC 4
10419,797.0,9001.0,"OAK GLEN PLACE #1,2"
10420,7970.0,1134.0,APRIL VILLAGE (N)
10421,7970.01,1134.0,APRIL VILLAGE (S)
10422,7970.02,1134.0,VILLAGE WEST SEC. 1 & 2
10423,7971.0,1132.0,VILLAGE WEST SEC 3 (N)
10424,7971.01,1156.0,EXECUTIVE ROW T/H
10425,7971.02,1156.0,EXECUTIVE ROW T/H (PATIO HMS)
10426,7972.0,1135.0,LAKEWOOD FOREST SEC.1
10427,7972.01,1135.0,"LAKEWOOD FOREST 2,3"
10428,7972.02,1156.0,LAKESIDE COURT DUPLEX
10429,7973.0,1135.0,"WALNUT BEND 8,9"
10430,7973.01,1135.0,WALNUT BEND SEC. 7
10431,7973.03,1156.0,POOL & PATIO T/H
10432,7973.04,1156.0,SEIMA TOWN & PATIO HOMES
10433,7973.05,1156.0,LAKESIDE ESTS TH
10434,7974.0,1135.0,WALNUT BEND SEC. 5
10435,7974.01,1135.0,WALNUT BEND 9
10436,7975.0,1135.0,"LAKESIDE ESTATES SEC. 1,2,3"
10437,7976.0,1157.0,"PARKWAY TERRACE SEC 1, 2 AMEND"
10438,7977.0,1162.0,BRIARMONT SEC 1
10439,798.0,9015.0,ALDINE MANOR
10440,799.0,9014.0,RUSHWOOD #4
10441,8.0,4023.0,AUTUMN RUN SEC. 1
10442,8.01,4023.0,AUTUMN RUN SEC. 3
10443,8.02,4023.0,"AUTUMN RUN SEC. 1 PT,R/P"
10444,8.03,4023.0,AUTUMN RUN SEC 3 YR>90
10445,8.04,4023.0,AUTUMN RUN 2 R/P
10446,80.0,4122.0,PRESTONWOOD FOREST
10447,80.01,4144.0,WILLOW WOOD VILLAS
10448,80.02,4122.0,PRESTONWOOD PARK SEC 1
10449,80.03,4122.0,VILLAS AT WILLOWBROOK
10450,800.0,9001.0,BORO PARK U/R
10451,8001.0,1660.0,LANGWOOD
10452,8001.01,1660.0,LANGWOOD
10453,8002.0,1661.0,"FOREST PINES SEC. 2A,2B"
10454,8002.1,1661.0,"PINEMONT SQUARE SEC 1,2"
10455,8002.11,1661.0,PINEMONT PLACE
10456,8003.0,1661.0,OAK FOREST SEC. 17 (W. OF 290)
10457,8004.0,1661.0,OAK FOREST SEC. 17 (E. OF 290)
10458,8004.01,1663.0,OAK FOREST SEC. 16 (S. OF 43RD)
10459,8004.02,1663.0,OAK FOREST SEC. 16 (N. OF 43RD)
10460,8004.03,1663.0,OAK FOREST SEC. 15
10461,8004.04,1663.0,VILLAGE OF OAK FOREST
10462,8006.0,1661.0,"MANGUM MANOR SEC. 1,2,3"
10463,8006.1,1661.0,OAKHURST T/H R/P
10464,8006.11,1661.0,HIDDEN OAKS T/H U/R
10465,8007.0,1664.0,"OAK FOREST SEC. 13,14"
10466,8007.01,1664.0,"OAK FOREST SEC. 10,11"
10467,8007.02,1664.0,"OAK FOREST SEC. 5,6"
10468,8007.03,1664.0,OAK FOREST SEC. 2
10469,8007.04,1664.0,OAK FOREST SEC. 1
10470,8008.0,1662.0,"OAK FOREST SEC. 3,4,7"
10471,8008.01,1662.0,"OAK FOREST SEC. 8,9"
10472,8008.02,1662.0,"OAK FOREST SEC. 12,18"
10473,8009.0,1666.0,CANDLELIGHT ESTATES SEC. 2-4
10474,8009.01,1666.0,CANDLELIGHT ESTATES SEC. 5
10475,8009.02,1666.0,CANDLELIGHT PLACE SEC. 1
10476,8009.03,1666.0,"CANDLELIGHT PLACE SEC 3,4"
10477,8010.0,1666.0,ELLA LEE FOREST
10478,8010.01,1665.0,DEROLOC ADDN/LANDONS PLACE
10479,8010.02,1665.0,BAYOU RIDGE
10480,8011.01,1666.0,CANDLELIGHT WOODS
10481,8012.0,1673.0,CANDLELIGHT WOODS
10482,8012.01,1665.0,ELLA ESTATES
10483,8013.0,1673.0,SHEPARD PARK PLAZA
10484,8014.0,1674.0,GARDEN OAKS SEC. 5
10485,8014.01,1674.0,GARDEN OAKS SEC. 4
10486,8014.02,1674.0,GARDEN OAKS SEC. 3 (PART)
10487,8014.03,1674.0,GARDEN OAKS SEC. 3 (PART)
10488,8014.04,1674.0,GARDEN OAKS SEC. 2
10489,8014.05,1674.0,GARDEN OAKS PLAZA
10490,8014.06,1675.0,GARDEN OAK COURT & PAR RP & OTHERS
10491,8015.0,1674.0,GARDEN OAKS SEC. 1
10492,8015.01,1674.0,GARDEN OAKS #1(W. SHEPHERD)
10493,8015.02,1675.0,OAK GROVE GARDEN HOMES & OTHERS
10494,8015.03,1674.0,OAK GROVE  & OAK GROVE EST & OTHERS
10495,8015.04,1675.0,CONTEMPORARY GARDENS OAKS
10496,8016.0,1665.0,GRACELAND TERRACE
10497,8016.01,1665.0,CASHIOLA R/P
10498,8016.02,1668.0,HALFF/HOHLWOOD
10499,8017.0,1665.0,PECAN GARDENS
10500,8017.01,1665.0,WHITNEY PLACE WEST
10501,8017.02,1665.0,WHITNEY PLAZA R/P
10502,8018.0,1665.0,KENTWOOD MANOR
10503,8018.03,1678.0,THORNTON GROVE
10504,8019.0,1665.0,OAK RIDGE
10505,8020.0,1665.0,NORTHMORE
10506,8020.1,1675.0,TULANE COURT
10507,8020.11,1675.0,TULANE PARK
10508,8021.0,1665.0,WILLDALE
10509,8022.0,1665.0,INDEPENDENCE HEIGHTS
10510,8023.0,1665.0,INDEPENDENCE HEIGHTS
10511,8024.0,1665.0,MORNINGSIDE
10512,8025.0,1665.0,EAST INDEPENDENCE HEIGHTS
10513,8026.0,1672.0,SHEPHERD FOREST
10514,8026.01,1672.0,SHEPHERD FOREST SEC 2 & PT 1
10515,8027.0,1672.0,SHEPHERD FOREST SEC. 3
10516,8028.0,1672.0,WHITE OAK ACRES
10517,8028.01,1672.0,WOODBEND GROVE SUB
10518,8029.0,1672.0,BROOKWOODS
10519,8030.0,1677.0,FOREST WEST
10520,8031.0,1677.0,"CANDLELIGHT OAKS SEC. 1,2,3"
10521,8032.0,1677.0,CANDLELIGHT OAK VILLAGE
10522,8033.0,1677.0,PINEMONT PLAZA
10523,8033.1,1677.0,ENCLAVE (TAX CREDIT NBHD)
10524,8045.0,1677.0,"HIGHLAND HEIGHTS ANNEX 3,4"
10525,8045.01,1677.0,THOMPSON TERR/WALKER PARK/MELANIE HGTS
10526,8045.02,1677.0,HIGHLAND HEIGHTS ACRES
10527,8045.03,1677.0,HIGHLAND HEIGHTS ACRES
10528,8045.04,1677.0,HIGHLAND HEIGHTS ANNEX 6
10529,8045.05,1677.0,NEW DEVELOPMENT HOMES
10530,8045.06,1677.0,JACQUELINE COURT
10531,8050.0,1667.0,SUBURBAN TERRACE
10532,8050.01,1677.0,YALE PARK VILLAGE
10533,8050.02,1677.0,CONTEMPO YALE
10534,8051.0,1667.0,MILLERVIEW GARDENS
10535,8052.0,1667.0,WILDROSE GARDENS
10536,8052.1,1677.0,HERNANDEZ ESTATES
10537,8054.0,1677.0,LINCOLN CITY SEC. 1-8
10538,8055.0,1677.0,GREEN MEADOWS
10539,8055.01,1677.0,HIGHLAND HOMES ANNEX & RP 1
10540,8055.02,1677.0,HOME STUEBNER
10541,8055.03,1677.0,MELROSE GARDENS
10542,8058.0,1677.0,NORTH PLAZA
10543,8058.01,1677.0,WILLOW RUN SEC. 6
10544,8059.0,1677.0,LINCOLN CITY SEC 3
10545,8063.0,1672.0,TESSLYN & TESSLYN ADDITION
10546,8064.0,1677.0,SHEPARD PARK TERRACE SEC. 1-3
10547,8064.01,1677.0,PINE FOREST
10548,8064.02,1677.0,DOMINION ESTATES SEC 1
10549,8064.03,1677.0,DOMINION ESTATES SEC 2
10550,8064.04,1677.0,PINEMONT VILLAS
10551,8064.05,1677.0,PINEMONT PARK
10552,8064.06,1677.0,"CORONADO, LA LOMA"
10553,8064.07,1677.0,DOMINION ESTATES SEC 3
10554,8064.08,1677.0,LACEY OAKS
10555,8064.09,1677.0,NEUMANN OAKS & OTHERS
10556,8064.1,1677.0,COMMONS AT ELLA FOREST
10557,8064.11,1677.0,CREEKMONT GROVE
10558,8065.0,1677.0,ELLA PARK TERRACE
10559,8065.01,1677.0,MARBELLA
10560,8065.02,1677.0,OAK FOREST OF LA SIERRA
10561,8066.0,1677.0,LESTER SUBDIVISON
10562,8067.0,1665.0,DONOVAN TERRACE
10563,8067.01,1665.0,DONOVAN STREET GROVE AMEND
10564,8068.0,1665.0,HOHLDALE
10565,8068.01,1665.0,"SAN JULIO MANOR SEC 1,2"
10566,8069.0,1665.0,YALE ST ACRES
10567,8070.0,1668.0,N10AL M/R
10568,8071.0,1668.0,N10AL M/R
10569,8071.01,1675.0,KRISHNA GARDENS
10570,8071.02,1677.0,CREEKMONT VILLAS
10571,8071.03,1675.0,GOVARDHAN
10572,8071.04,1675.0,PARK VIEW AT OAK FOREST
10573,8073.0,1667.0,YALE ACRES 2ND
10574,8074.0,1667.0,NORTH PARK
10575,8075.0,1667.0,MAIN MANORS
10576,8076.0,1665.0,GARDEN ACRES
10577,8077.0,1668.0,"BEIHORN SEC. 1,3"
10578,8077.01,1675.0,FISHER ESTATES @ OAK FOREST
10579,8077.02,1675.0,GROVE @ OAK FOREST SEC 1
10580,8077.03,1675.0,LOU ELLEN LANDING
10581,8077.04,1677.0,HARRIS ORCHARD
10582,8078.0,1665.0,LOWELL HEIGHTS
10583,8078.01,1675.0,"WOODCREST COURT,THORNTON PL. & OTHERS"
10584,8079.0,1665.0,SHEPARD OAKS
10585,8079.01,1677.0,"PINEMONT, N SHEPERD, LEHMAN AREA"
10586,808.0,9001.0,SHADY TREES ADDN
10587,8080.0,1668.0,CENTRAL GARDENS
10588,8081.0,1668.0,HEMPSTEAD GARDENS
10589,8081.02,1675.0,MILWEE ESTATES
10590,8082.0,1677.0,ROSSLYN
10591,8082.01,1677.0,RIO
10592,8083.0,1677.0,ROSSLYN HEIGHTS
10593,8083.01,1677.0,ROSSLYN HEIGHTS SEC 2
10594,8083.1,1677.0,SALAZAR HOMES ON HOOVER & KONTAKT
10595,8084.0,1679.0,NORTH POST OAK TERRACE
10596,8085.0,1679.0,UPTOWN NORTH SEC 1
10597,81.0,4011.0,EVERGREEN WOOD
10598,810.0,9001.0,BORDERSVILLE
10599,812.0,9023.0,MILLCREEK (CRAIGHILL) PT. #1
10600,813.0,9019.0,MILLCREEK PT SEC 1
10601,813.05,9036.0,SERENITY ESTATES
10602,814.0,9019.0,"KENSWICK SEC 1 R/P 2,3,5 R/P"
10603,814.01,9024.0,KENSWICK SEC 7 R/P
10604,815.0,9024.0,"KENSWICK PT. #2,6/6PAR R/P"
10605,816.0,9023.0,"KENSWICK FOREST SEC 1,2"
10606,816.01,9023.0,"KENSWICK FOREST SEC 3,5"
10607,816.02,9023.0,KENSWICK FOREST SEC 6
10608,816.03,9023.0,KENSWICK FOREST SEC 4 AMEND
10609,816.04,9023.0,"KENSWICK SEC 6,7 & PAR R/P 1"
10610,816.1,9023.0,KENSWICK GLEN
10611,816.11,9024.0,KENSWICK TRACE
10612,817.0,9001.0,TASFIELD SEC 1 & 2
10613,817.05,9023.0,KENSWICK MEADOWS & AMENDING NO 1
10614,818.0,9001.0,"GREENWOOD VILLAGE SEC 1,3/OTHERS"
10615,819.0,9024.0,WOODCREEK SEC 1 & PT. 2
10616,819.01,9024.0,WOODCREEK PT SEC 2
10617,819.02,9024.0,WESTFIELD GLEN
10618,819.03,9024.0,WESTFIELD GLEN VLG SEC 1
10619,819.04,9024.0,WESTFIELD GLEN VLG. SEC. 2
10620,82.0,4014.0,WOODEDGE VILLAGE
10621,82.01,4021.0,GREEN CREEK ESTATES SEC 2
10622,821.0,9019.0,"MEMORIAL HILLS SEC 1,2,3,4"
10623,821.01,9023.0,MEMORIAL HILLS PT SEC 3 YB>94
10624,823.0,9020.0,"INVERNESS FOREST 1,2,4"
10625,823.01,9020.0,INVERNESS FOREST SEC 4 PT 2
10626,824.0,9001.0,MOBILE HOME ESTATES #2
10627,824.01,9001.0,MOBILE HOME ESTATES #1
10628,825.0,9001.0,CYPRESS GARDENS
10629,826.0,9019.0,"FOXWOOD PT. #1,PT. 4,5"
10630,826.01,9023.0,"FOXWOOD PT 1,4,6 YB>92"
10631,826.02,9023.0,FOXWOOD SEC 5 (03) 7 (04SUB)
10632,826.03,9023.0,"FOXWOOD SEC 9,11-15"
10633,826.04,9023.0,FOXWOOD MEADOWS
10634,827.0,9019.0,"FOXWOOD#1-3 PT.,4,8 PT."
10635,83.0,4096.0,EDGEWOOD ESTATES
10636,83.01,4040.0,SAVANNAH ESTATES
10637,830.01,9001.0,MIDWAY PLAZA U/R
10638,8300.0,1613.0,"LAZYBROOK SEC. 5,8"
10639,8300.01,1613.0,"LAZYBROOK SEC. 1,3,4,7,"
10640,8301.0,1613.0,TIMBERGROVE MANOR SEC. 7-12
10641,8301.01,1613.0,"TIMBERGROVE MANOR SEC. 13,14"
10642,8301.02,1613.0,"TIMBERGROVE MANOR SEC. 2,3,4"
10643,8301.03,1613.0,TIMBERGROVE MANOR SEC. 5
10644,8301.04,1613.0,HOLLY PARK
10645,8301.05,1601.0,TANNEHILL
10646,8301.07,1652.0,STANLEY PARK
10647,8301.08,1644.0,TIMBERGROVE COURT
10648,8301.09,1613.0,TIMBERGROVE MANOR SEC 6
10649,8301.1,1644.0,TIMBERGROVE HEIGHTS
10650,8301.11,1644.0,RESERVE AT WASHINGTON SEC 1
10651,8301.12,1623.0,MAXROY T/H
10652,8301.13,1601.0,TIMBERGROVE GARDENS
10653,8301.14,1623.0,LETEIN T/H'S
10654,8301.15,1644.0,MAYFAIR AT HEMPSTEAD
10655,8301.16,1623.0,TIMBERGROVE YARDS
10656,8302.0,1652.0,COTTAGE GROVE
10657,8302.01,1652.0,"COTTAGE GROVE SEC. 1,2"
10658,8303.0,1638.0,SHADY ACRES
10659,8303.01,1638.0,SHADYWOOD
10660,8303.02,1644.0,SHADY ACRES TOWNHOMES
10661,8303.03,1644.0,WEST EIGHTEENTH ST T/H'S
10662,8303.04,1644.0,HERITAGE CREEK
10663,8303.05,1644.0,TIMBERGROVE TERRACE
10664,8303.06,1644.0,SHADY ACRES 10TH PAR R/P
10665,8303.07,1644.0,VILLAS ON HEMPSTEAD
10666,8303.08,1644.0,TIMBERGROVE POINT
10667,8303.09,1644.0,ENCLAVE ON T C JESTER
10668,8303.1,1644.0,COTTAGES AT SHADY ACRES
10669,8303.11,1644.0,RH ELEVENTH STREET SEC 1
10670,8303.12,1644.0,SHADY ACRES T/H (S OF 2OTH)
10671,8303.13,1644.0,SHADY ACRES T/H (W OF BEVIS)
10672,8303.15,1644.0,SOMERSET GREEN SEC 2 - 6
10673,8303.17,1644.0,KENSINGTON GREEN
10674,8304.0,1639.0,HOUSTON HEIGHTS
10675,8304.01,1620.0,HOUSTON HEIGHTS
10676,8304.02,1617.0,HOUSTON HEIGHTS
10677,8304.03,1620.0,HEIGHTS ANNEX
10678,8304.04,1620.0,WEST HEIGHTS
10679,8304.05,1639.0,MILROY PLACE
10680,8304.06,1620.0,HOUSTON HEIGHTS
10681,8304.07,1620.0,HARDING HEIGHTS EXT/KIAM PL
10682,8304.08,1620.0,PT/HOUSTON HEIGHTS
10683,8304.09,1621.0,PT/STUDS 2ND
10684,8304.1,1640.0,SUNSET HEIGHTS 2ND PAR R/P
10685,8305.0,1640.0,SUNSET HEIGHTS
10686,8305.01,1644.0,HOUSTON HGTS/WOODLD TER/ROW TH
10687,8305.02,1644.0,HOUSTON HEIGHTS ROW T/H
10688,8305.03,1644.0,FOURTH & OXFORD T/H
10689,8305.05,1617.0,HOUSTON HEIGHTS
10690,8305.06,1639.0,HOUSTON HEIGHTS (N' 16TH ST)
10691,8305.07,1639.0,HOUSTON HEIGHTS (W' OF SHEPHD)
10692,8305.08,1640.0,SUNSET HEIGHTS (E' OF N MAIN)
