,tax_year,account,total_appraised_value,total_market_value,land_value
356395,2018,760170070013,900000.0,900000.0,385204.0
356396,2018,760170070014,1128279.0,1128279.0,393224.0
356397,2018,760170070015,1132800.0,1132800.0,410800.0
356398,2018,760170080001,858169.0,858169.0,417768.0
356399,2018,760170080002,1090000.0,1090000.0,435760.0
356400,2018,760170080003,1251009.0,1251009.0,438932.0
356401,2018,760170080004,1171237.0,1171237.0,429728.0
356402,2018,760170080005,885234.0,885234.0,432744.0
356403,2018,760170080006,911500.0,911500.0,399282.0
356404,2018,760170080007,764300.0,764300.0,396240.0
356405,2018,760170080008,434854.0,434854.0,386547.0
356406,2018,760180080009,1204109.0,1204109.0,463944.0
356407,2018,760180080010,1047000.0,1047000.0,488410.0
356408,2018,760180080012,397458.0,397458.0,397358.0
356409,2018,760180080013,462035.0,462035.0,389413.0
356410,2018,760180080014,1039350.0,1039350.0,385418.0
356411,2018,760180080015,388698.0,388698.0,388598.0
356412,2018,760180080016,1031800.0,1031800.0,412282.0
356413,2018,760180090001,1050000.0,1050000.0,398138.0
356414,2018,760180090002,950000.0,950000.0,383968.0
356415,2018,760180090003,409628.0,409628.0,406744.0
356416,2018,760180090004,986500.0,986500.0,393770.0
356417,2018,760180090005,682494.0,682494.0,385707.0
356418,2018,760180090006,960000.0,960000.0,409760.0
356419,2018,760180090008,1163533.0,1163533.0,398970.0
356420,2018,760180090009,427441.0,427441.0,415038.0
356421,2018,760180090010,433549.0,433549.0,402220.0
356422,2018,760180090011,378000.0,378000.0,377900.0
356423,2018,760180090012,940780.0,940780.0,397644.0
356424,2018,760180090013,873010.0,873010.0,385476.0
356425,2018,760180090014,830000.0,830000.0,385840.0
356426,2018,760180090015,923300.0,923300.0,388598.0
356427,2018,760180090016,1059817.0,1059817.0,413946.0
356428,2018,760180100001,978658.0,978658.0,399750.0
356429,2018,760180100002,864182.0,864182.0,383968.0
356430,2018,760180100003,970060.0,970060.0,406744.0
356431,2018,760180100004,1092013.0,1092013.0,391040.0
356432,2018,760180100005,894500.0,894500.0,385707.0
356433,2018,760180100006,1051004.0,1051004.0,386605.0
356435,2018,760180100008,1071749.0,1071749.0,395980.0
367472,2018,761850010001,981379.0,981379.0,346763.0
367473,2018,761850010002,332912.0,332912.0,318281.0
367474,2018,761850010003,380055.0,380055.0,315844.0
367475,2018,761850010004,449540.0,449540.0,313406.0
367476,2018,761850010005,490000.0,490000.0,309750.0
367477,2018,761850010006,354312.0,377830.0,307313.0
367478,2018,761850010007,1018705.0,1018705.0,304875.0
367479,2018,761850010008,793067.0,793067.0,302438.0
367480,2018,761850010009,654284.0,654284.0,298781.0
367481,2018,761850010010,334590.0,334590.0,296344.0
367482,2018,761850010011,307048.0,307048.0,293906.0
367483,2018,761850010012,302400.0,302400.0,291469.0
367484,2018,761850020001,368060.0,368060.0,349875.0
367485,2018,761850020002,314048.0,347000.0,288000.0
367486,2018,761850020003,379662.0,379662.0,360000.0
367487,2018,761850020004,705000.0,705000.0,360000.0
367488,2018,761850020006,459616.0,459616.0,290250.0
367489,2018,761850020007,882927.0,882927.0,290250.0
367490,2018,761850020008,362480.0,382079.0,290250.0
367491,2018,761850020009,996200.0,996200.0,290250.0
367492,2018,761850020010,300544.0,300544.0,288000.0
367493,2018,761850020011,822994.0,822994.0,288000.0
367494,2018,761850020012,350000.0,350000.0,288000.0
367495,2018,761850020013,291800.0,291800.0,288000.0
367497,2018,761850020015,794284.0,794284.0,256275.0
367498,2018,761850020016,271337.0,271337.0,256275.0
367499,2018,761850020017,700000.0,700000.0,288000.0
367500,2018,761850020018,437451.0,450767.0,288000.0
367501,2018,761850020019,306647.0,306647.0,288000.0
367502,2018,761850020020,300023.0,300023.0,288000.0
367503,2018,761850020021,364000.0,364000.0,288000.0
367504,2018,761850020022,310185.0,310185.0,290250.0
367505,2018,761850020023,305890.0,305890.0,290250.0
367507,2018,761850020025,354326.0,354326.0,290250.0
367508,2018,761850020026,852176.0,852176.0,288000.0
367509,2018,761850020027,435326.0,453939.0,288000.0
367510,2018,761850020028,829592.0,829592.0,288000.0
367511,2018,761850020029,330000.0,330000.0,288000.0
367512,2018,761850020030,367737.0,367737.0,288000.0
367514,2018,761850030001,973500.0,973500.0,301500.0
367515,2018,761850030002,823076.0,823076.0,288000.0
367516,2018,761850030003,756619.0,756619.0,288000.0
367517,2018,761850030004,365997.0,365997.0,288000.0
367518,2018,761850030005,930466.0,930466.0,288000.0
367519,2018,761850030006,655740.0,655740.0,288000.0
367520,2018,761850030007,926313.0,926313.0,290250.0
367521,2018,761850030008,306355.0,306355.0,290250.0
367522,2018,761850030009,295000.0,295000.0,290250.0
367523,2018,761850030010,309217.0,348876.0,290250.0
367524,2018,761850030011,753234.0,753234.0,288000.0
367525,2018,761850030012,289000.0,289000.0,288000.0
367526,2018,761850030013,301292.0,301292.0,288000.0
367527,2018,761850030014,339849.0,345913.0,288000.0
367528,2018,761850030015,359960.0,359960.0,288000.0
367529,2018,761850030016,517036.0,531000.0,256275.0
367530,2018,761850030017,231962.0,267338.0,256275.0
367531,2018,761850030018,296700.0,296700.0,288000.0
367532,2018,761850030019,346041.0,363650.0,288000.0
367533,2018,761850030020,783000.0,783000.0,288000.0
367534,2018,761850030021,367319.0,377412.0,288000.0
367535,2018,761850030022,745648.0,745648.0,288000.0
367536,2018,761850030023,749000.0,749000.0,290250.0
367537,2018,761850030024,328095.0,338381.0,290250.0
367538,2018,761850030025,719928.0,719928.0,290250.0
367539,2018,761850030026,308663.0,308663.0,290250.0
367541,2018,761850030028,297900.0,297900.0,288000.0
367542,2018,761850030029,760989.0,760989.0,288000.0
367543,2018,761850030030,300974.0,300974.0,288000.0
367544,2018,761850030031,373698.0,373698.0,288000.0
367545,2018,761850030032,809751.0,809751.0,301500.0
367546,2018,761850040001,731310.0,731310.0,589425.0
367547,2018,761850040003,319529.0,319529.0,288000.0
367548,2018,761850040004,340753.0,340753.0,288000.0
367549,2018,761850040005,300606.0,300606.0,288000.0
367550,2018,761850040006,288567.0,288567.0,288000.0
367551,2018,761850040007,737670.0,737670.0,290250.0
367552,2018,761850040008,309165.0,309165.0,290250.0
367553,2018,761850040009,815000.0,815000.0,290250.0
367554,2018,761850040010,372735.0,372735.0,290250.0
367556,2018,761850040012,294200.0,294200.0,288000.0
367557,2018,761850040013,808289.0,808289.0,288000.0
367558,2018,761850040014,302523.0,302523.0,288000.0
367559,2018,761850040015,724053.0,724053.0,288000.0
367560,2018,761850040016,827000.0,827000.0,256275.0
367561,2018,761850040017,264112.0,264112.0,256275.0
367562,2018,761850040018,314048.0,339000.0,288000.0
367563,2018,761850040019,955000.0,955000.0,288000.0
367564,2018,761850040020,757878.0,757878.0,288000.0
367565,2018,761850040021,768340.0,768340.0,288000.0
367566,2018,761850040022,474275.0,474275.0,288000.0
367567,2018,761850040023,776883.0,776883.0,290250.0
367568,2018,761850040024,319286.0,319286.0,290250.0
367569,2018,761850040025,305751.0,305751.0,290250.0
367570,2018,761850040026,299050.0,299050.0,290250.0
367571,2018,761850040027,377876.0,418525.0,288000.0
367572,2018,761850040028,295200.0,295200.0,288000.0
367573,2018,761850040029,402852.0,402852.0,288000.0
367574,2018,761850040030,800170.0,800170.0,288000.0
367575,2018,761850040031,813282.0,813282.0,288000.0
367576,2018,761850040032,316706.0,316706.0,301500.0
367577,2018,761850050001,891315.0,891315.0,314625.0
367578,2018,761850050002,302000.0,302000.0,300000.0
367579,2018,761850050003,792576.0,792576.0,300000.0
367580,2018,761850050004,318900.0,318900.0,300000.0
367581,2018,761850050005,377335.0,405756.0,300000.0
367582,2018,761850050006,308158.0,308158.0,300000.0
367583,2018,761850050007,333819.0,333819.0,300000.0
367584,2018,761850050008,374948.0,374948.0,300000.0
367585,2018,761850050009,313879.0,313879.0,300000.0
367586,2018,761850050010,902679.0,902679.0,300000.0
367587,2018,761850050011,336643.0,336643.0,300000.0
367588,2018,761850050012,315769.0,315769.0,300000.0
367589,2018,761850050013,300865.0,300865.0,285919.0
367590,2018,761850050014,734092.0,734092.0,318600.0
367591,2018,761850050015,665934.0,665934.0,337500.0
367592,2018,761850050016,446560.0,446560.0,361088.0
367593,2018,761850050017,569000.0,569000.0,322650.0
367594,2018,761850050018,799049.0,818243.0,303656.0
367595,2018,761850050019,343000.0,343000.0,300000.0
367596,2018,761850050020,364835.0,364835.0,288000.0
367597,2018,761850050021,373597.0,373597.0,300000.0
367598,2018,761850050022,314504.0,314504.0,300000.0
367599,2018,761850050023,314636.0,314636.0,300000.0
367600,2018,761850050024,861918.0,861918.0,300000.0
367601,2018,761850050025,329795.0,329795.0,314625.0
367602,2018,761850060001,994700.0,994700.0,312188.0
367603,2018,761850060002,711342.0,711342.0,300000.0
367604,2018,761850060003,324977.0,324977.0,306000.0
367605,2018,761850060004,333067.0,333067.0,319200.0
367606,2018,761850060005,559359.0,559359.0,332400.0
367607,2018,761850060006,390855.0,406523.0,327600.0
367608,2018,761850060007,318538.0,318538.0,306113.0
367609,2018,761850060008,327899.0,337174.0,283383.0
367610,2018,761850060009,383856.0,383856.0,366300.0
367611,2018,761850060010,779874.0,779874.0,286211.0
367612,2018,761850060011,802000.0,802000.0,320625.0
367613,2018,761850060012,367092.0,367092.0,356625.0
367614,2018,761850060013,930800.0,930800.0,324000.0
367615,2018,761850060014,388253.0,388253.0,379125.0
367616,2018,761850060015,900950.0,900950.0,307125.0
367617,2018,761850060016,359405.0,359405.0,345375.0
367618,2018,761850060017,315000.0,315000.0,314900.0
367619,2018,761850060018,306592.0,306592.0,293625.0
367620,2018,761850060019,347666.0,375089.0,285975.0
367621,2018,761850070001,381307.0,381307.0,284166.0
367622,2018,761850070002,412152.0,412152.0,330300.0
367624,2018,761850070004,320607.0,320607.0,306431.0
367625,2018,761850070005,822212.0,822212.0,286335.0
367626,2018,761850070006,303015.0,303015.0,288000.0
367627,2018,761850070007,310032.0,310032.0,288000.0
367628,2018,761850070008,800106.0,800106.0,288000.0
367629,2018,761850070009,863296.0,863296.0,288000.0
367630,2018,761850070010,292072.0,292072.0,286335.0
367631,2018,761850070011,608769.0,608769.0,286335.0
367632,2018,761850070012,320985.0,343458.0,286335.0
367633,2018,761850070013,543000.0,543000.0,286335.0
367634,2018,761850070014,297050.0,297050.0,286335.0
367635,2018,761850070015,290000.0,290000.0,286335.0
367636,2018,761850070016,277000.0,277000.0,251975.0
367637,2018,761850070017,247967.0,247967.0,245549.0
367638,2018,761850080001,869396.0,869396.0,309750.0
367639,2018,761850080002,785509.0,785509.0,300000.0
367640,2018,761850080003,313361.0,313361.0,300000.0
367641,2018,761850080004,800404.0,800404.0,300000.0
367642,2018,761850080005,317731.0,317731.0,300000.0
367643,2018,761850080006,315000.0,315000.0,300000.0
367644,2018,761850080007,793433.0,793433.0,314625.0
367645,2018,761850080008,351384.0,352000.0,351800.0
367646,2018,761850080009,376431.0,376431.0,375431.0
367647,2018,761850080010,340919.0,340919.0,327525.0
367648,2018,761850080011,907436.0,907436.0,292950.0
367649,2018,761850080012,335908.0,335908.0,288000.0
367650,2018,761850080013,300000.0,300000.0,288000.0
367651,2018,761850080014,286874.0,297100.0,288000.0
367652,2018,761850080015,317269.0,325000.0,288000.0
367653,2018,761850080016,295537.0,295537.0,285653.0
367654,2018,761850090001,370378.0,370378.0,346256.0
367655,2018,761850090002,327502.0,327502.0,286388.0
367656,2018,761850090003,307765.0,307765.0,306000.0
367657,2018,761850090004,313283.0,313283.0,301200.0
367658,2018,761850090005,363243.0,363243.0,300000.0
367659,2018,761850090006,648000.0,648000.0,300000.0
367660,2018,761850090007,700000.0,700000.0,300000.0
367661,2018,761850090008,387818.0,417920.0,300000.0
367662,2018,761850090009,350000.0,350000.0,300000.0
367663,2018,761850090010,694102.0,694102.0,300000.0
367664,2018,761850090011,777267.0,777267.0,300000.0
367665,2018,761850090012,350627.0,360776.0,300000.0
367666,2018,761850090013,312808.0,312808.0,309750.0
367669,2018,761850100002,442889.0,482500.0,324975.0
367670,2018,761850100003,439775.0,439775.0,339300.0
367671,2018,761860010001,1554910.0,1562907.0,738352.0
367672,2018,761860010004,348000.0,348000.0,330300.0
367673,2018,761860010005,299642.0,299642.0,291263.0
367674,2018,761860010006,800000.0,800000.0,285553.0
367675,2018,761860010007,294850.0,375303.0,282253.0
367676,2018,761860010008,274590.0,391377.0,282253.0
367678,2018,761860010010,746900.0,746900.0,282253.0
367679,2018,761860010011,274146.0,293187.0,282253.0
367680,2018,761860010012,299967.0,335258.0,282253.0
367681,2018,761860010013,245032.0,292000.0,282253.0
367682,2018,761860010014,284035.0,292238.0,240135.0
367683,2018,761860020001,248297.0,267900.0,230935.0
367684,2018,761860020002,240000.0,240000.0,239900.0
367685,2018,761860020003,735171.0,735171.0,284336.0
367686,2018,761860020004,246400.0,291843.0,282253.0
367687,2018,761860020005,251795.0,296017.0,282253.0
367688,2018,761860020006,290773.0,290773.0,282253.0
367689,2018,761860020007,199122.0,291661.0,282253.0
367690,2018,761860020008,367472.0,415923.0,282253.0
367691,2018,761860020009,766000.0,766000.0,282253.0
367693,2018,761860020011,177156.0,253392.0,240306.0
368498,2018,761970010073,667219.0,850000.0,798534.0
368499,2018,761970010074,749000.0,749000.0,720480.0
368500,2018,761970010075,872265.0,872265.0,656640.0
368501,2018,761970010076,1700900.0,1700900.0,606100.0
368502,2018,761970010077,716986.0,716986.0,592800.0
368503,2018,761970010078,660000.0,660000.0,592800.0
368504,2018,761970010079,774500.0,774500.0,592800.0
368505,2018,761970010080,647500.0,647500.0,592800.0
368506,2018,761970010081,1694113.0,1694113.0,592800.0
368507,2018,761970010082,2092899.0,2092899.0,615600.0
368508,2018,761970010083,642494.0,642494.0,558600.0
368509,2018,761970010084,858705.0,858705.0,606480.0
368510,2018,761970020001,1695191.0,1695191.0,699200.0
368511,2018,761970020002,2549900.0,2549900.0,699200.0
368512,2018,761970020003,1026147.0,1026147.0,669408.0
368513,2018,761970020004,707967.0,707967.0,571520.0
368514,2018,761970020005,649488.0,649488.0,574180.0
368515,2018,761970020006,678000.0,678000.0,574180.0
368516,2018,761970020007,1358494.0,1358494.0,574180.0
368517,2018,761970020008,1361000.0,1361000.0,574180.0
368518,2018,761970020009,625000.0,625000.0,576840.0
368519,2018,761970020010,1695262.0,1695262.0,576840.0
368520,2018,761970020011,955000.0,955000.0,598500.0
368521,2018,761970020012,1018000.0,1018000.0,672600.0
368522,2018,761970030013,2800000.0,2800000.0,883500.0
368523,2018,761970030014,2828000.0,2828000.0,883500.0
368524,2018,761970030015,2452000.0,2452000.0,910575.0
368525,2018,761970030016,1230400.0,1230400.0,969475.0
368526,2018,761970030017,1060055.0,1060055.0,910575.0
368527,2018,761970030019,850000.0,850000.0,775200.0
368528,2018,761970030020,820000.0,820000.0,775200.0
368529,2018,761970030021,852000.0,852000.0,775200.0
368530,2018,761970030022,1987000.0,1987000.0,775200.0
368531,2018,761970030023,2025111.0,2025111.0,775200.0
368532,2018,761970030024,1800000.0,1800000.0,685900.0
368533,2018,761970030025,1889882.0,1889882.0,883500.0
368534,2018,761970030026,910000.0,910000.0,883500.0
368535,2018,761970030027,2026000.0,2026000.0,808450.0
368536,2018,761970030028,1863528.0,1863528.0,775200.0
368537,2018,761970030029,1769258.0,1769258.0,775200.0
368538,2018,761970030030,1967575.0,1967575.0,775200.0
368539,2018,761970030031,1330000.0,1330000.0,775200.0
368540,2018,761970030032,1016040.0,1016040.0,775200.0
368541,2018,761970030033,835244.0,835244.0,775200.0
368542,2018,761970030034,2463617.0,2463617.0,775200.0
368543,2018,761970030035,1080002.0,1080002.0,775200.0
368544,2018,761970030036,1765000.0,1765000.0,775200.0
368545,2018,761970040037,2400000.0,2400000.0,883500.0
368546,2018,761970040038,2144600.0,2144600.0,883500.0
368547,2018,761970040039,808450.0,808450.0,808450.0
368548,2018,761970040040,1520302.0,1520302.0,775200.0
368549,2018,761970040041,1199300.0,1199300.0,775200.0
368550,2018,761970040042,1533000.0,1533000.0,775200.0
368551,2018,761970040043,1195513.0,1195513.0,775200.0
368552,2018,761970040044,1165026.0,1165026.0,722000.0
368553,2018,761970040045,1336946.0,1336946.0,775200.0
368554,2018,761970040046,2302050.0,2302050.0,775200.0
368555,2018,761970040047,1400000.0,1400000.0,775200.0
368556,2018,761970040048,1900000.0,1900000.0,775200.0
368557,2018,761970040049,2728866.0,2728866.0,883500.0
368558,2018,761970040050,1474000.0,1474000.0,883500.0
368559,2018,761970040051,1750000.0,1750000.0,889675.0
368560,2018,761970040052,1318053.0,1318053.0,937650.0
368561,2018,761970040053,1078400.0,1078400.0,964725.0
368562,2018,761970040055,1700000.0,1700000.0,883500.0
368563,2018,761970040056,860000.0,860000.0,850000.0
368564,2018,761970040057,1425000.0,1425000.0,883500.0
368565,2018,761970040059,1850890.0,1850890.0,883500.0
368566,2018,761970040060,896000.0,896000.0,775200.0
368567,2018,761970050061,2363909.0,2363909.0,855000.0
368568,2018,761970050062,1479022.0,1637301.0,859750.0
368569,2018,761970050063,1470823.0,1470823.0,770925.0
368570,2018,761970050064,2030480.0,2030480.0,760000.0
368571,2018,761970050065,1632695.0,1632695.0,763800.0
368572,2018,761970050066,1125000.0,1125000.0,763800.0
368573,2018,761970050067,897164.0,897164.0,763800.0
368574,2018,761970050068,2888878.0,2888878.0,874000.0
368575,2018,761970050069,1817500.0,1817500.0,820800.0
368576,2018,761970050070,1750000.0,1750000.0,878750.0
368577,2018,761970050071,1055000.0,1055000.0,937650.0
368578,2018,761970050086,1789253.0,1789253.0,872575.0
368580,2018,761970050088,2041970.0,2041970.0,969000.0
368581,2018,761970050089,927000.0,927000.0,926800.0
368582,2018,761970050090,1000000.0,1000000.0,959500.0
368583,2018,761970050092,1816477.0,1816477.0,796100.0
368584,2018,761970060103,2115689.0,2115689.0,707750.0
368585,2018,761970060104,650000.0,650000.0,604276.0
368586,2018,761970060105,2185167.0,2185167.0,785175.0
368587,2018,761970060106,910100.0,910100.0,610660.0
368588,2018,761970060107,1157200.0,1157200.0,711788.0
368589,2018,761970060108,1858400.0,1858400.0,606480.0
368590,2018,761970070093,1785000.0,1785000.0,785175.0
368591,2018,761970070094,940416.0,940416.0,716063.0
368592,2018,761970070095,3103110.0,3103110.0,1047375.0
368593,2018,761970070096,2463464.0,2463464.0,812250.0
368594,2018,761970070098,1824000.0,1824000.0,788975.0
368595,2018,761970070099,1350000.0,1350000.0,933375.0
368596,2018,761970070101,1710000.0,1710000.0,788500.0
368597,2018,761970070102,1449500.0,1449500.0,810825.0
368598,2018,761970080085,1900000.0,1900000.0,1275917.0
368599,2018,761970080109,655000.0,655000.0,566960.0
368600,2018,761970080112,2575400.0,2575400.0,944775.0
368601,2018,761970080113,1000000.0,1000000.0,999900.0
368602,2018,761970080116,1620400.0,1620400.0,961790.0
368603,2018,761970080120,1411000.0,1411000.0,718628.0
368604,2018,761970080121,1554500.0,1554500.0,783608.0
368607,2018,761970080124,351347.0,351347.0,0.0
368609,2018,761980090001,568000.0,568000.0,543005.0
368610,2018,761980090002,650829.0,650829.0,543461.0
368611,2018,761980090003,925881.0,958539.0,543461.0
368612,2018,761980090004,612451.0,612451.0,543461.0
368613,2018,761980090005,618383.0,618383.0,543461.0
368614,2018,761980090006,753000.0,753000.0,543461.0
368615,2018,761980090007,581600.0,581600.0,543461.0
368616,2018,761980090008,574000.0,574000.0,543461.0
368617,2018,761980090009,2280158.0,2280158.0,708624.0
368618,2018,761980100011,1737200.0,1737200.0,610993.0
368619,2018,761980100012,789149.0,850000.0,670106.0
368620,2018,761980100013,764968.0,764968.0,642960.0
368621,2018,761980100015,965158.0,965158.0,690840.0
368622,2018,761980100016,1667765.0,1667765.0,939132.0
368623,2018,761980100017,1039000.0,1039000.0,949435.0
368624,2018,761980100018,2047604.0,2047604.0,902500.0
368625,2018,761980100020,1542829.0,1542829.0,675792.0
368626,2018,761980100022,1832343.0,1832343.0,675792.0
368627,2018,761980110022,840782.0,840782.0,789308.0
368628,2018,761980110023,1825000.0,1825000.0,954750.0
368629,2018,761980110024,978649.0,978649.0,828400.0
368630,2018,761980110025,855763.0,855763.0,854763.0
368631,2018,761980110026,1388300.0,1388300.0,794438.0
368632,2018,761980110028,2075500.0,2075500.0,754965.0
368633,2018,761980120029,1027225.0,1027225.0,750975.0
368634,2018,761980120030,1655657.0,1655657.0,750975.0
368635,2018,761980120031,1633823.0,1633823.0,748125.0
368636,2018,761980120032,2158650.0,2158650.0,750975.0
368637,2018,761980120033,1034000.0,1034000.0,750975.0
368638,2018,761980120034,862300.0,862300.0,750975.0
368639,2018,761980120035,835000.0,835000.0,748125.0
368640,2018,761980120036,800000.0,800000.0,750975.0
370896,2018,770250000003,2519363.0,2519363.0,1283880.0
370897,2018,770250000004,1635798.0,1635798.0,1263450.0
370898,2018,770250000005,1120000.0,1120000.0,519465.0
370899,2018,770250000008,1595966.0,1595966.0,1023507.0
370901,2018,770250000011,607900.0,607900.0,209077.0
370902,2018,770250000013,803596.0,803596.0,375120.0
370903,2018,770250000014,667491.0,667491.0,254654.0
370904,2018,770250000015,744956.0,744956.0,330510.0
370905,2018,770250000017,700000.0,700000.0,333420.0
370906,2018,770250000018,1490200.0,1490200.0,613452.0
370907,2018,770250000020,728694.0,728694.0,230752.0
370908,2018,770250000021,682856.0,682856.0,207179.0
370909,2018,770250000022,746885.0,746885.0,238080.0
370910,2018,770250000023,613435.0,613435.0,201600.0
370911,2018,770250000024,613435.0,613435.0,201600.0
370912,2018,770250000025,748191.0,748191.0,212520.0
370913,2018,770250000026,600000.0,600000.0,143100.0
370914,2018,770250000029,735000.0,735000.0,121440.0
370915,2018,770250000030,561079.0,561079.0,136740.0
370916,2018,770250000031,543532.0,543532.0,90000.0
378362,2018,771730010002,196489.0,202519.0,163000.0
378363,2018,771730010003,234940.0,234940.0,150000.0
378364,2018,771730010004,221924.0,221924.0,150000.0
378366,2018,771730010006,404924.0,404924.0,150000.0
378367,2018,771730010007,401872.0,401872.0,150000.0
378368,2018,771730010008,146410.0,186398.0,150000.0
378369,2018,771730010009,164609.0,195000.0,150000.0
378370,2018,771730010010,153736.0,153736.0,135000.0
378371,2018,771730010011,180842.0,180842.0,150000.0
378372,2018,771730010012,233354.0,233354.0,150000.0
378373,2018,771730010013,208861.0,208861.0,150000.0
378374,2018,771730010015,172134.0,172134.0,150000.0
378375,2018,771730010016,613250.0,625000.0,150000.0
378376,2018,771730010017,187159.0,209480.0,150000.0
378377,2018,771730010018,594687.0,594687.0,148200.0
378378,2018,771730010019,569015.0,583000.0,155870.0
378379,2018,771730010020,220000.0,231772.0,162940.0
378381,2018,771730010022,623090.0,623090.0,173540.0
378382,2018,771730010023,550000.0,550000.0,160830.0
378383,2018,771730010024,168371.0,179575.0,134181.0
378384,2018,771730010025,165214.0,172348.0,143000.0
378385,2018,771730010026,172514.0,172514.0,143000.0
378386,2018,771730010027,180875.0,190529.0,145450.0
378387,2018,771730010028,176966.0,179411.0,146100.0
378388,2018,771730010029,206898.0,206898.0,146100.0
378389,2018,771730010030,485669.0,485669.0,166870.0
378390,2018,771730020001,208904.0,208904.0,156000.0
378391,2018,771730020043,243591.0,258497.0,215170.0
378393,2018,771730020045,563751.0,563751.0,150730.0
378394,2018,771730020046,419047.0,419047.0,144000.0
378395,2018,771730020047,233118.0,233118.0,144000.0
378396,2018,771730020048,181621.0,181621.0,144000.0
378397,2018,771730020049,161051.0,162000.0,144000.0
378398,2018,771730020050,614939.0,614939.0,144000.0
378399,2018,771730020051,589395.0,589395.0,144000.0
378400,2018,771730020052,670939.0,670939.0,144000.0
378401,2018,771730020053,201731.0,201731.0,144000.0
378402,2018,771730020054,190650.0,190650.0,144000.0
378403,2018,771730020055,238208.0,242700.0,144000.0
378404,2018,771730020056,415908.0,415908.0,144000.0
378405,2018,771730020057,189238.0,189238.0,144000.0
378406,2018,771730020058,193786.0,193786.0,144000.0
378407,2018,771730020059,180100.0,180100.0,144000.0
378408,2018,771730020060,184655.0,197055.0,144000.0
378409,2018,771730020061,187921.0,187921.0,144000.0
378410,2018,771730020062,205000.0,205000.0,156000.0
378412,2018,771730020064,176440.0,181059.0,144000.0
378413,2018,771730020065,192000.0,192000.0,144000.0
378414,2018,771730020066,206400.0,206400.0,144000.0
378415,2018,771730020067,124448.0,183541.0,144000.0
378416,2018,771730020068,169000.0,169000.0,144000.0
378417,2018,771730020069,184264.0,201792.0,144000.0
378418,2018,771730020070,165000.0,165000.0,144000.0
378419,2018,771730020071,183868.0,183868.0,144000.0
378420,2018,771730020072,158269.0,163000.0,144000.0
378421,2018,771730020073,183564.0,188277.0,144000.0
378422,2018,771730020074,183300.0,198987.0,144000.0
378423,2018,771730020075,205775.0,205775.0,144000.0
378424,2018,771730020076,174783.0,174783.0,144000.0
378425,2018,771730020077,169000.0,169000.0,144000.0
378426,2018,771730020078,177149.0,182558.0,144000.0
378427,2018,771730020079,477742.0,477742.0,150730.0
378428,2018,771730020080,630500.0,630500.0,151460.0
378429,2018,771730030040,213929.0,227424.0,188660.0
378430,2018,771730030041,196289.0,196289.0,158640.0
378431,2018,771730030042,688499.0,688499.0,162600.0
378432,2018,771730030081,175233.0,184091.0,146250.0
378433,2018,771730030082,174343.0,185371.0,146520.0
378434,2018,771730030083,210736.0,210736.0,152150.0
378436,2018,771730030085,173708.0,181497.0,144000.0
378437,2018,771730030086,171263.0,171263.0,144000.0
378438,2018,771730030087,201027.0,201027.0,144000.0
378439,2018,771730030088,207007.0,213400.0,144000.0
378440,2018,771730030089,446311.0,446311.0,144000.0
378441,2018,771730030090,189194.0,189194.0,144000.0
378442,2018,771730030091,172996.0,172996.0,144000.0
378443,2018,771730030092,184129.0,184129.0,144000.0
378444,2018,771730030093,180311.0,180311.0,144000.0
378445,2018,771730030094,179163.0,179163.0,144000.0
378446,2018,771730030095,172979.0,189997.0,144000.0
378447,2018,771730030096,188941.0,188941.0,144000.0
378448,2018,771730030097,150000.0,150000.0,144000.0
378449,2018,771730030098,183910.0,190197.0,144000.0
378450,2018,771730030099,210489.0,210489.0,144000.0
378451,2018,771730030100,182600.0,185928.0,144000.0
378452,2018,771730030101,171446.0,198966.0,156000.0
378453,2018,771730030102,215113.0,215113.0,156000.0
378454,2018,771730030103,183674.0,183674.0,144000.0
378455,2018,771730030104,197581.0,197581.0,144000.0
378456,2018,771730030105,220000.0,226411.0,144000.0
378457,2018,771730030106,175000.0,175000.0,147360.0
378458,2018,771730030107,199144.0,199144.0,148620.0
378459,2018,771730030108,185769.0,185769.0,154430.0
378460,2018,771730030109,230834.0,230834.0,158400.0
378461,2018,771730030110,202000.0,202000.0,164160.0
378462,2018,771730030111,235345.0,235345.0,183800.0
378463,2018,771730030112,210001.0,232000.0,188580.0
378464,2018,771730030113,258662.0,258662.0,188010.0
378465,2018,771730030114,186672.0,206818.0,175630.0
378466,2018,771730030115,219957.0,224689.0,180330.0
378467,2018,771730030116,219025.0,223406.0,174370.0
378468,2018,771730030117,252851.0,252851.0,185240.0
378469,2018,771730030118,205295.0,218419.0,159850.0
378470,2018,771730030119,189064.0,189064.0,154580.0
378471,2018,771730030120,172869.0,172869.0,156220.0
378472,2018,771730030121,165353.0,165353.0,143016.0
378473,2018,771730030122,172200.0,172200.0,141372.0
378474,2018,771730030123,188275.0,188275.0,141731.0
378475,2018,771730030124,208540.0,208540.0,141666.0
378476,2018,771730030125,179518.0,183516.0,143330.0
378477,2018,771730040036,203980.0,203980.0,162030.0
378478,2018,771730040037,249586.0,249586.0,153000.0
378479,2018,771730040038,244038.0,244038.0,151800.0
378480,2018,771730040039,254471.0,254471.0,160620.0
378481,2018,771730040126,178656.0,178656.0,146100.0
378482,2018,771730040127,177583.0,177583.0,142413.0
378483,2018,771730040128,588309.0,588309.0,147900.0
